clientReference,accountReference,effectiveDateTime
31074,331074,2021-03-22
31075,331075,2021-03-21
31076,331076,2021-03-20
31077,331077,2021-03-19
31078,331078,2021-03-18
31079,331079,2021-03-17
31080,331080,2021-03-16
31081,331081,2021-03-15
31082,331082,2021-03-14
31083,331083,2021-03-13
31084,331084,2021-03-12
31085,331085,2021-03-11
31086,331086,2021-03-10
31087,331087,2021-03-09
31088,331088,2021-03-08
31089,331089,2021-03-07
31090,331090,2021-03-06
31091,331091,2021-03-05
31092,331092,2021-03-04
31093,331093,2021-03-03
31094,331094,2021-03-02
31095,331095,2021-03-01
31096,331096,2021-02-28
31097,331097,2021-02-27
31098,331098,2021-02-26
31099,331099,2021-02-25
31100,331100,2021-02-24
31101,331101,2021-02-23
31102,331102,2021-02-22
31103,331103,2021-02-21
31104,331104,2021-02-20
31105,331105,2021-02-19
31106,331106,2021-02-18
31107,331107,2021-02-17
31108,331108,2021-02-16
31109,331109,2021-02-15
31110,331110,2021-02-14
31111,331111,2021-02-13
31112,331112,2021-02-12
31113,331113,2021-02-11
31114,331114,2021-02-10
31115,331115,2021-02-09
31116,331116,2021-02-08
31117,331117,2021-02-07
31118,331118,2021-02-06
31119,331119,2021-02-05
31120,331120,2021-02-04
31121,331121,2021-02-03
31122,331122,2021-02-02
31123,331123,2021-02-01
31124,331124,2021-01-31
31125,331125,2021-01-30
31126,331126,2021-01-29
31127,331127,2021-01-28
31128,331128,2021-01-27
31129,331129,2021-01-26
31130,331130,2021-01-25
31131,331131,2021-01-24
31132,331132,2021-01-23
31133,331133,2021-01-22
31134,331134,2021-01-21
31135,331135,2021-01-20
31136,331136,2021-01-19
31137,331137,2021-01-18
31138,331138,2021-01-17
31139,331139,2021-01-16
31140,331140,2021-01-15
31141,331141,2021-01-14
31142,331142,2021-01-13
31143,331143,2021-01-12
31144,331144,2021-01-11
31145,331145,2021-01-10
31146,331146,2021-01-09
31147,331147,2021-01-08
31148,331148,2021-01-07
31149,331149,2021-01-06
31150,331150,2021-01-05
31151,331151,2021-01-04
31152,331152,2021-01-03
31153,331153,2021-01-02
31154,331154,2021-01-01
31155,331155,2020-12-31
31156,331156,2020-12-30
31157,331157,2020-12-29
31158,331158,2020-12-28
31159,331159,2020-12-27
31160,331160,2020-12-26
31161,331161,2020-12-25
31162,331162,2020-12-24
31163,331163,2020-12-23
31164,331164,2020-12-22
31165,331165,2020-12-21
31166,331166,2020-12-20
31167,331167,2020-12-19
31168,331168,2020-12-18
31169,331169,2020-12-17
31170,331170,2020-12-16
31171,331171,2020-12-15
31172,331172,2020-12-14
31173,331173,2020-12-13
31174,331174,2020-12-12
31175,331175,2020-12-11
31176,331176,2020-12-10
31177,331177,2020-12-09
31178,331178,2020-12-08
31179,331179,2020-12-07
31180,331180,2020-12-06
31181,331181,2020-12-05
31182,331182,2020-12-04
31183,331183,2020-12-03
31184,331184,2020-12-02
31185,331185,2020-12-01
31186,331186,2020-11-30
31187,331187,2020-11-29
31188,331188,2020-11-28
31189,331189,2020-11-27
31190,331190,2020-11-26
31191,331191,2020-11-25
31192,331192,2020-11-24
31193,331193,2020-11-23
31194,331194,2020-11-22
31195,331195,2020-11-21
31196,331196,2020-11-20
31197,331197,2020-11-19
31198,331198,2020-11-18
31199,331199,2020-11-17
31200,331200,2020-11-16
31201,331201,2020-11-15
31202,331202,2020-11-14
31203,331203,2020-11-13
31204,331204,2020-11-12
31205,331205,2020-11-11
31206,331206,2020-11-10
31207,331207,2020-11-09
31208,331208,2020-11-08
31209,331209,2020-11-07
31210,331210,2020-11-06
31211,331211,2020-11-05
31212,331212,2020-11-04
31213,331213,2020-11-03
31214,331214,2020-11-02
31215,331215,2020-11-01
31216,331216,2020-10-31
31217,331217,2020-10-30
31218,331218,2020-10-29
31219,331219,2020-10-28
31220,331220,2020-10-27
31221,331221,2020-10-26
31222,331222,2020-10-25
31223,331223,2020-10-24
31224,331224,2020-10-23
31225,331225,2020-10-22
31226,331226,2020-10-21
31227,331227,2020-10-20
31228,331228,2020-10-19
31229,331229,2020-10-18
31230,331230,2020-10-17
31231,331231,2020-10-16
31232,331232,2020-10-15
31233,331233,2020-10-14
31234,331234,2020-10-13
31235,331235,2020-10-12
31236,331236,2020-10-11
31237,331237,2020-10-10
31238,331238,2020-10-09
31239,331239,2020-10-08
31240,331240,2020-10-07
31241,331241,2020-10-06
31242,331242,2020-10-05
31243,331243,2020-10-04
31244,331244,2020-10-03
31245,331245,2020-10-02
31246,331246,2020-10-01
31247,331247,2020-09-30
31248,331248,2020-09-29
31249,331249,2020-09-28
31250,331250,2020-09-27
31251,331251,2020-09-26
31252,331252,2020-09-25
31253,331253,2020-09-24
31254,331254,2020-09-23
31255,331255,2020-09-22
31256,331256,2020-09-21
31257,331257,2020-09-20
31258,331258,2020-09-19
31259,331259,2020-09-18
31260,331260,2020-09-17
31261,331261,2020-09-16
31262,331262,2020-09-15
31263,331263,2020-09-14
31264,331264,2020-09-13
31265,331265,2020-09-12
31266,331266,2020-09-11
31267,331267,2020-09-10
31268,331268,2020-09-09
31269,331269,2020-09-08
31270,331270,2020-09-07
31271,331271,2020-09-06
31272,331272,2020-09-05
31273,331273,2020-09-04
31274,331274,2020-09-03
31275,331275,2020-09-02
31276,331276,2020-09-01
31277,331277,2020-08-31
31278,331278,2020-08-30
31279,331279,2020-08-29
31280,331280,2020-08-28
31281,331281,2020-08-27
31282,331282,2020-08-26
31283,331283,2020-08-25
31284,331284,2020-08-24
31285,331285,2020-08-23
31286,331286,2020-08-22
31287,331287,2020-08-21
31288,331288,2020-08-20
31289,331289,2020-08-19
31290,331290,2020-08-18
31291,331291,2020-08-17
31292,331292,2020-08-16
31293,331293,2020-08-15
31294,331294,2020-08-14
31295,331295,2020-08-13
31296,331296,2020-08-12
31297,331297,2020-08-11
31298,331298,2020-08-10
31299,331299,2020-08-09
31300,331300,2020-08-08
31301,331301,2020-08-07
31302,331302,2020-08-06
31303,331303,2020-08-05
31304,331304,2020-08-04
31305,331305,2020-08-03
31306,331306,2020-08-02
31307,331307,2020-08-01
31308,331308,2020-07-31
31309,331309,2020-07-30
31310,331310,2020-07-29
31311,331311,2020-07-28
31312,331312,2020-07-27
31313,331313,2020-07-26
31314,331314,2020-07-25
31315,331315,2020-07-24
31316,331316,2020-07-23
31317,331317,2020-07-22
31318,331318,2020-07-21
31319,331319,2020-07-20
31320,331320,2020-07-19
31321,331321,2020-07-18
31322,331322,2020-07-17
31323,331323,2020-07-16
31324,331324,2020-07-15
31325,331325,2020-07-14
31326,331326,2020-07-13
31327,331327,2020-07-12
31328,331328,2020-07-11
31329,331329,2020-07-10
31330,331330,2020-07-09
31331,331331,2020-07-08
31332,331332,2020-07-07
31333,331333,2020-07-06
31334,331334,2020-07-05
31335,331335,2020-07-04
31336,331336,2020-07-03
31337,331337,2020-07-02
31338,331338,2020-07-01
31339,331339,2020-06-30
31340,331340,2020-06-29
31341,331341,2020-06-28
31342,331342,2020-06-27
31343,331343,2020-06-26
31344,331344,2020-06-25
31345,331345,2020-06-24
31346,331346,2020-06-23
31347,331347,2020-06-22
31348,331348,2020-06-21
31349,331349,2020-06-20
31350,331350,2020-06-19
31351,331351,2020-06-18
31352,331352,2020-06-17
31353,331353,2020-06-16
31354,331354,2020-06-15
31355,331355,2020-06-14
31356,331356,2020-06-13
31357,331357,2020-06-12
31358,331358,2020-06-11
31359,331359,2020-06-10
31360,331360,2020-06-09
31361,331361,2020-06-08
31362,331362,2020-06-07
31363,331363,2020-06-06
31364,331364,2020-06-05
31365,331365,2020-06-04
31366,331366,2020-06-03
31367,331367,2020-06-02
31368,331368,2020-06-01
31369,331369,2020-05-31
31370,331370,2020-05-30
31371,331371,2020-05-29
31372,331372,2020-05-28
31373,331373,2020-05-27
31374,331374,2020-05-26
31375,331375,2020-05-25
31376,331376,2020-05-24
31377,331377,2020-05-23
31378,331378,2020-05-22
31379,331379,2020-05-21
31380,331380,2020-05-20
31381,331381,2020-05-19
31382,331382,2020-05-18
31383,331383,2020-05-17
31384,331384,2020-05-16
31385,331385,2020-05-15
31386,331386,2020-05-14
31387,331387,2020-05-13
31388,331388,2020-05-12
31389,331389,2020-05-11
31390,331390,2020-05-10
31391,331391,2020-05-09
31392,331392,2020-05-08
31393,331393,2020-05-07
31394,331394,2020-05-06
31395,331395,2020-05-05
31396,331396,2020-05-04
31397,331397,2020-05-03
31398,331398,2020-05-02
31399,331399,2020-05-01
31400,331400,2020-04-30
31401,331401,2020-04-29
31402,331402,2020-04-28
31403,331403,2020-04-27
31404,331404,2020-04-26
31405,331405,2020-04-25
31406,331406,2020-04-24
31407,331407,2020-04-23
31408,331408,2020-04-22
31409,331409,2020-04-21
31410,331410,2020-04-20
31411,331411,2020-04-19
31412,331412,2020-04-18
31413,331413,2020-04-17
31414,331414,2020-04-16
31415,331415,2020-04-15
31416,331416,2020-04-14
31417,331417,2020-04-13
31418,331418,2020-04-12
31419,331419,2020-04-11
31420,331420,2020-04-10
31421,331421,2020-04-09
31422,331422,2020-04-08
31423,331423,2020-04-07
31424,331424,2020-04-06
31425,331425,2020-04-05
31426,331426,2020-04-04
31427,331427,2020-04-03
31428,331428,2020-04-02
31429,331429,2020-04-01
31430,331430,2020-03-31
31431,331431,2020-03-30
31432,331432,2020-03-29
31433,331433,2020-03-28
31434,331434,2020-03-27
31435,331435,2020-03-26
31436,331436,2020-03-25
31437,331437,2020-03-24
31438,331438,2020-03-23
31439,331439,2020-03-22
31440,331440,2020-03-21
31441,331441,2020-03-20
31442,331442,2020-03-19
31443,331443,2020-03-18
31444,331444,2020-03-17
31445,331445,2020-03-16
31446,331446,2020-03-15
31447,331447,2020-03-14
31448,331448,2020-03-13
31449,331449,2020-03-12
31450,331450,2020-03-11
31451,331451,2020-03-10
31452,331452,2020-03-09
31453,331453,2020-03-08
31454,331454,2020-03-07
31455,331455,2020-03-06
31456,331456,2020-03-05
31457,331457,2020-03-04
31458,331458,2020-03-03
31459,331459,2020-03-02
31460,331460,2020-03-01
31461,331461,2020-02-29
31462,331462,2020-02-28
31463,331463,2020-02-27
31464,331464,2020-02-26
31465,331465,2020-02-25
31466,331466,2020-02-24
31467,331467,2020-02-23
31468,331468,2020-02-22
31469,331469,2020-02-21
31470,331470,2020-02-20
31471,331471,2020-02-19
31472,331472,2020-02-18
31473,331473,2020-02-17
31474,331474,2020-02-16
31475,331475,2020-02-15
31476,331476,2020-02-14
31477,331477,2020-02-13
31478,331478,2020-02-12
31479,331479,2020-02-11
31480,331480,2020-02-10
31481,331481,2020-02-09
31482,331482,2020-02-08
31483,331483,2020-02-07
31484,331484,2020-02-06
31485,331485,2020-02-05
31486,331486,2020-02-04
31487,331487,2020-02-03
31488,331488,2020-02-02
31489,331489,2020-02-01
31490,331490,2020-01-31
31491,331491,2020-01-30
31492,331492,2020-01-29
31493,331493,2020-01-28
31494,331494,2020-01-27
31495,331495,2020-01-26
31496,331496,2020-01-25
31497,331497,2020-01-24
31498,331498,2020-01-23
31499,331499,2020-01-22
31500,331500,2020-01-21
31501,331501,2020-01-20
31502,331502,2020-01-19
31503,331503,2020-01-18
31504,331504,2020-01-17
31505,331505,2020-01-16
31506,331506,2020-01-15
31507,331507,2020-01-14
31508,331508,2020-01-13
31509,331509,2020-01-12
31510,331510,2020-01-11
31511,331511,2020-01-10
31512,331512,2020-01-09
31513,331513,2020-01-08
31514,331514,2020-01-07
31515,331515,2020-01-06
31516,331516,2020-01-05
31517,331517,2020-01-04
31518,331518,2020-01-03
31519,331519,2020-01-02
31520,331520,2020-01-01
31521,331521,2019-12-31
31522,331522,2019-12-30
31523,331523,2019-12-29
31524,331524,2019-12-28
31525,331525,2019-12-27
31526,331526,2019-12-26
31527,331527,2019-12-25
31528,331528,2019-12-24
31529,331529,2019-12-23
31530,331530,2019-12-22
31531,331531,2019-12-21
31532,331532,2019-12-20
31533,331533,2019-12-19
31534,331534,2019-12-18
31535,331535,2019-12-17
31536,331536,2019-12-16
31537,331537,2019-12-15
31538,331538,2019-12-14
31539,331539,2019-12-13
31540,331540,2019-12-12
31541,331541,2019-12-11
31542,331542,2019-12-10
31543,331543,2019-12-09
31544,331544,2019-12-08
31545,331545,2019-12-07
31546,331546,2019-12-06
31547,331547,2019-12-05
31548,331548,2019-12-04
31549,331549,2019-12-03
31550,331550,2019-12-02
31551,331551,2019-12-01
31552,331552,2019-11-30
31553,331553,2019-11-29
31554,331554,2019-11-28
31555,331555,2019-11-27
31556,331556,2019-11-26
31557,331557,2019-11-25
31558,331558,2019-11-24
31559,331559,2019-11-23
31560,331560,2019-11-22
31561,331561,2019-11-21
31562,331562,2019-11-20
31563,331563,2019-11-19
31564,331564,2019-11-18
31565,331565,2019-11-17
31566,331566,2019-11-16
31567,331567,2019-11-15
31568,331568,2019-11-14
31569,331569,2019-11-13
31570,331570,2019-11-12
31571,331571,2019-11-11
31572,331572,2019-11-10
31573,331573,2019-11-09
31574,331574,2019-11-08
31575,331575,2019-11-07
31576,331576,2019-11-06
31577,331577,2019-11-05
31578,331578,2019-11-04
31579,331579,2019-11-03
31580,331580,2019-11-02
31581,331581,2019-11-01
31582,331582,2019-10-31
31583,331583,2019-10-30
31584,331584,2019-10-29
31585,331585,2019-10-28
31586,331586,2019-10-27
31587,331587,2019-10-26
31588,331588,2019-10-25
31589,331589,2019-10-24
31590,331590,2019-10-23
31591,331591,2019-10-22
31592,331592,2019-10-21
31593,331593,2019-10-20
31594,331594,2019-10-19
31595,331595,2019-10-18
31596,331596,2019-10-17
31597,331597,2019-10-16
31598,331598,2019-10-15
31599,331599,2019-10-14
31600,331600,2019-10-13
31601,331601,2019-10-12
31602,331602,2019-10-11
31603,331603,2019-10-10
31604,331604,2019-10-09
31605,331605,2019-10-08
31606,331606,2019-10-07
31607,331607,2019-10-06
31608,331608,2019-10-05
31609,331609,2019-10-04
31610,331610,2019-10-03
31611,331611,2019-10-02
31612,331612,2019-10-01
31613,331613,2019-09-30
31614,331614,2019-09-29
31615,331615,2019-09-28
31616,331616,2019-09-27
31617,331617,2019-09-26
31618,331618,2019-09-25
31619,331619,2019-09-24
31620,331620,2019-09-23
31621,331621,2019-09-22
31622,331622,2019-09-21
31623,331623,2019-09-20
31624,331624,2019-09-19
31625,331625,2019-09-18
31626,331626,2019-09-17
31627,331627,2019-09-16
31628,331628,2019-09-15
31629,331629,2019-09-14
31630,331630,2019-09-13
31631,331631,2019-09-12
31632,331632,2019-09-11
31633,331633,2019-09-10
31634,331634,2019-09-09
31635,331635,2019-09-08
31636,331636,2019-09-07
31637,331637,2019-09-06
31638,331638,2019-09-05
31639,331639,2019-09-04
31640,331640,2019-09-03
31641,331641,2019-09-02
31642,331642,2019-09-01
31643,331643,2019-08-31
31644,331644,2019-08-30
31645,331645,2019-08-29
31646,331646,2019-08-28
31647,331647,2019-08-27
31648,331648,2019-08-26
31649,331649,2019-08-25
31650,331650,2019-08-24
31651,331651,2019-08-23
31652,331652,2019-08-22
31653,331653,2019-08-21
31654,331654,2019-08-20
31655,331655,2019-08-19
31656,331656,2019-08-18
31657,331657,2019-08-17
31658,331658,2019-08-16
31659,331659,2019-08-15
31660,331660,2019-08-14
31661,331661,2019-08-13
31662,331662,2019-08-12
31663,331663,2019-08-11
31664,331664,2019-08-10
31665,331665,2019-08-09
31666,331666,2019-08-08
31667,331667,2019-08-07
31668,331668,2019-08-06
31669,331669,2019-08-05
31670,331670,2019-08-04
31671,331671,2019-08-03
31672,331672,2019-08-02
31673,331673,2019-08-01
31674,331674,2019-07-31
31675,331675,2019-07-30
31676,331676,2019-07-29
31677,331677,2019-07-28
31678,331678,2019-07-27
31679,331679,2019-07-26
31680,331680,2019-07-25
31681,331681,2019-07-24
31682,331682,2019-07-23
31683,331683,2019-07-22
31684,331684,2019-07-21
31685,331685,2019-07-20
31686,331686,2019-07-19
31687,331687,2019-07-18
31688,331688,2019-07-17
31689,331689,2019-07-16
31690,331690,2019-07-15
31691,331691,2019-07-14
31692,331692,2019-07-13
31693,331693,2019-07-12
31694,331694,2019-07-11
31695,331695,2019-07-10
31696,331696,2019-07-09
31697,331697,2019-07-08
31698,331698,2019-07-07
31699,331699,2019-07-06
31700,331700,2019-07-05
31701,331701,2019-07-04
31702,331702,2019-07-03
31703,331703,2019-07-02
31704,331704,2019-07-01
31705,331705,2019-06-30
31706,331706,2019-06-29
31707,331707,2019-06-28
31708,331708,2019-06-27
31709,331709,2019-06-26
31710,331710,2019-06-25
31711,331711,2019-06-24
31712,331712,2019-06-23
31713,331713,2019-06-22
31714,331714,2019-06-21
31715,331715,2019-06-20
31716,331716,2019-06-19
31717,331717,2019-06-18
31718,331718,2019-06-17
31719,331719,2019-06-16
31720,331720,2019-06-15
31721,331721,2019-06-14
31722,331722,2019-06-13
31723,331723,2019-06-12
31724,331724,2019-06-11
31725,331725,2019-06-10
31726,331726,2019-06-09
31727,331727,2019-06-08
31728,331728,2019-06-07
31729,331729,2019-06-06
31730,331730,2019-06-05
31731,331731,2019-06-04
31732,331732,2019-06-03
31733,331733,2019-06-02
31734,331734,2019-06-01
31735,331735,2019-05-31
31736,331736,2019-05-30
31737,331737,2019-05-29
31738,331738,2019-05-28
31739,331739,2019-05-27
31740,331740,2019-05-26
31741,331741,2019-05-25
31742,331742,2019-05-24
31743,331743,2019-05-23
31744,331744,2019-05-22
31745,331745,2019-05-21
31746,331746,2019-05-20
31747,331747,2019-05-19
31748,331748,2019-05-18
31749,331749,2019-05-17
31750,331750,2019-05-16
31751,331751,2019-05-15
31752,331752,2019-05-14
31753,331753,2019-05-13
31754,331754,2019-05-12
31755,331755,2019-05-11
31756,331756,2019-05-10
31757,331757,2019-05-09
31758,331758,2019-05-08
31759,331759,2019-05-07
31760,331760,2019-05-06
31761,331761,2019-05-05
31762,331762,2019-05-04
31763,331763,2019-05-03
31764,331764,2019-05-02
31765,331765,2019-05-01
31766,331766,2019-04-30
31767,331767,2019-04-29
31768,331768,2019-04-28
31769,331769,2019-04-27
31770,331770,2019-04-26
31771,331771,2019-04-25
31772,331772,2019-04-24
31773,331773,2019-04-23
31774,331774,2019-04-22
31775,331775,2019-04-21
31776,331776,2019-04-20
31777,331777,2019-04-19
31778,331778,2019-04-18
31779,331779,2019-04-17
31780,331780,2019-04-16
31781,331781,2019-04-15
31782,331782,2019-04-14
31783,331783,2019-04-13
31784,331784,2019-04-12
31785,331785,2019-04-11
31786,331786,2019-04-10
31787,331787,2019-04-09
31788,331788,2019-04-08
31789,331789,2019-04-07
31790,331790,2019-04-06
31791,331791,2019-04-05
31792,331792,2019-04-04
31793,331793,2019-04-03
31794,331794,2019-04-02
31795,331795,2019-04-01
31796,331796,2019-03-31
31797,331797,2019-03-30
